Transaction_ID,Date,Department,Category,Vendor,Cash_Outflow_INR,Budget_Variance_Pct,Approval_Level,Audit_Flag
TXN-00581,2024-02-01,HR,Training,Vendor_C,317196,-3.88,Level 3,Clear
TXN-00582,2024-03-08,IT,Hardware,Vendor_E,162408,4.71,Level 2,Clear
TXN-00583,2024-01-24,Logistics,Warehousing,Vendor_H,168544,2.23,Level 2,Clear
TXN-00584,2024-03-21,Manufacturing,Raw Material,Vendor_A,390825,-2.84,Level 3,Clear
TXN-00585,2024-01-21,Manufacturing,Equipment Maintenance,Vendor_D,414995,4.77,Level 3,Clear
TXN-00586,2024-01-12,Marketing,Events,Vendor_E,352860,-4.63,Level 3,Clear
TXN-00587,2024-01-18,Manufacturing,Raw Material,Vendor_A,168632,4.83,Level 2,Clear
TXN-00588,2024-03-07,HR,Recruitment,Vendor_G,425003,2.05,Level 3,Clear
TXN-00589,2024-02-29,IT,Software Licenses,Vendor_H,154943,2.73,Level 2,Clear
TXN-00590,2024-01-28,IT,Hardware,Vendor_F,472120,-3.87,Level 3,Clear
TXN-00591,2024-03-21,Marketing,Digital Ads,Vendor_B,460533,2.53,Level 3,Clear
TXN-00592,2024-02-21,HR,Recruitment,Vendor_A,217456,3.07,Level 3,Clear
TXN-00593,2024-01-04,Logistics,Freight,Vendor_A,103494,-4.61,Level 2,Clear
TXN-00594,2024-03-31,IT,Software Licenses,Vendor_G,397651,3.77,Level 3,Clear
TXN-00595,2024-03-30,Marketing,Digital Ads,Vendor_B,150845,0.81,Level 2,Clear
TXN-00596,2024-03-15,HR,Recruitment,Vendor_B,479485,0.15,Level 3,Clear
TXN-00597,2024-02-18,Marketing,Events,Vendor_H,409199,-2.65,Level 3,Clear
TXN-00598,2024-01-14,Marketing,Digital Ads,Vendor_D,65415,-0.33,Level 2,Clear
TXN-00599,2024-02-14,Marketing,Events,Vendor_E,283785,1.67,Level 3,Clear
TXN-00600,2024-02-14,HR,Training,Vendor_H,23343,4.8,Level 1,Clear
TXN-00601,2024-01-28,Manufacturing,Raw Material,Vendor_A,314306,-0.38,Level 3,Clear
TXN-00602,2024-03-11,IT,Hardware,Vendor_H,400961,3.89,Level 3,Clear
TXN-00603,2024-02-21,HR,Training,Vendor_C,446264,4.02,Level 3,Clear
TXN-00604,2024-02-27,HR,Recruitment,Vendor_B,390513,4.53,Level 3,Clear
TXN-00605,2024-03-22,Logistics,Warehousing,Vendor_H,180882,-3.48,Level 2,Clear
TXN-00606,2024-01-12,IT,Software Licenses,Vendor_H,395496,3.72,Level 3,Clear
TXN-00607,2024-03-09,HR,Recruitment,Vendor_B,347427,1.93,Level 3,Clear
TXN-00608,2024-03-31,IT,Software Licenses,Vendor_D,301570,-3.81,Level 3,Clear
TXN-00609,2024-01-21,Marketing,Events,Vendor_F,66498,2.34,Level 2,Clear
TXN-00610,2024-01-27,HR,Recruitment,Vendor_G,93537,4.32,Level 2,Clear
TXN-00611,2024-03-18,Logistics,Warehousing,Vendor_D,185136,-0.72,Level 2,Clear
TXN-00612,2024-03-30,Logistics,Warehousing,Vendor_G,233385,-3.2,Level 3,Clear
TXN-00613,2024-02-08,IT,Software Licenses,Vendor_B,367065,2.41,Level 3,Clear
TXN-00614,2024-03-15,Marketing,Digital Ads,Vendor_C,147930,-4.21,Level 2,Clear
TXN-00615,2024-02-17,Marketing,Events,Vendor_F,168910,3.58,Level 2,Clear
TXN-00616,2024-01-28,Manufacturing,Equipment Maintenance,Vendor_A,374802,-4.23,Level 3,Clear
TXN-00617,2024-02-06,Marketing,Digital Ads,Vendor_D,494584,0.52,Level 3,Clear
TXN-00618,2024-02-04,Marketing,Events,Vendor_D,410314,-4.95,Level 3,Clear
TXN-00619,2024-02-09,HR,Recruitment,Vendor_G,425249,1.45,Level 3,Clear
TXN-00620,2024-02-16,Logistics,Warehousing,Vendor_F,201425,-4.27,Level 3,Clear
TXN-00621,2024-03-01,IT,Software Licenses,Vendor_D,276383,-4.91,Level 3,Clear
TXN-00622,2024-02-09,Marketing,Digital Ads,Vendor_C,425886,4.51,Level 3,Clear
TXN-00623,2024-02-18,Marketing,Digital Ads,Vendor_E,322171,1.15,Level 3,Clear
TXN-00624,2024-01-05,IT,Software Licenses,Vendor_B,10664,-3.5,Level 1,Clear
TXN-00625,2024-01-07,Manufacturing,Equipment Maintenance,Vendor_F,462585,0.63,Level 3,Clear
TXN-00626,2024-02-07,Manufacturing,Raw Material,Vendor_G,105287,3.81,Level 2,Clear
TXN-00627,2024-01-19,IT,Hardware,Vendor_D,79711,3.31,Level 2,Clear
TXN-00628,2024-03-01,HR,Recruitment,Vendor_D,239329,3.99,Level 3,Clear
TXN-00629,2024-03-05,Logistics,Warehousing,Vendor_A,319377,4.48,Level 3,Clear
TXN-00630,2024-02-12,Logistics,Freight,Vendor_D,17744,-2.28,Level 1,Clear
TXN-00631,2024-01-08,Marketing,Events,Vendor_D,208002,0.3,Level 3,Clear
TXN-00632,2024-02-06,Logistics,Warehousing,Vendor_F,70646,-4.78,Level 2,Clear
TXN-00633,2024-03-20,Marketing,Digital Ads,Vendor_H,456707,1.0,Level 3,Clear
TXN-00634,2024-03-08,Marketing,Digital Ads,Vendor_G,61752,1.39,Level 2,Clear
TXN-00635,2024-02-07,Marketing,Digital Ads,Vendor_H,264550,-4.64,Level 3,Clear
TXN-00636,2024-03-03,Logistics,Warehousing,Vendor_G,288262,-3.39,Level 3,Clear
TXN-00637,2024-01-27,Marketing,Digital Ads,Vendor_C,456461,-4.16,Level 3,Clear
TXN-00638,2024-01-17,Manufacturing,Equipment Maintenance,Vendor_A,115930,2.9,Level 2,Clear
TXN-00639,2024-02-07,Marketing,Digital Ads,Vendor_A,75964,-2.42,Level 2,Clear
TXN-00640,2024-01-17,IT,Hardware,Vendor_B,331962,1.64,Level 3,Clear
TXN-00641,2024-03-07,Marketing,Digital Ads,Vendor_C,53251,-2.88,Level 2,Clear
TXN-00642,2024-01-04,Manufacturing,Equipment Maintenance,Vendor_B,11139,-3.2,Level 1,Clear
TXN-00643,2024-02-24,Logistics,Warehousing,Vendor_F,170639,-3.03,Level 2,Clear
TXN-00644,2024-01-29,Manufacturing,Equipment Maintenance,Vendor_B,144120,-4.63,Level 2,Clear
TXN-00645,2024-03-23,Logistics,Warehousing,Vendor_C,649281,22.61,Level 2,Review_Required
TXN-00646,2024-02-03,Manufacturing,Equipment Maintenance,Vendor_E,430821,1.62,Level 3,Clear
TXN-00647,2024-03-26,Logistics,Freight,Vendor_C,493830,16.76,Level 2,Review_Required
TXN-00648,2024-01-12,HR,Recruitment,Vendor_A,120204,0.6,Level 2,Clear
TXN-00649,2024-02-18,Manufacturing,Equipment Maintenance,Vendor_F,174193,-0.37,Level 2,Clear
TXN-00650,2024-02-27,HR,Recruitment,Vendor_C,22459,1.1,Level 1,Clear
TXN-00651,2024-03-04,Marketing,Events,Vendor_E,263646,0.07,Level 3,Clear
TXN-00652,2024-03-05,Manufacturing,Raw Material,Vendor_C,346692,4.19,Level 3,Clear
TXN-00653,2024-03-23,HR,Recruitment,Vendor_H,436011,-3.16,Level 3,Clear
TXN-00654,2024-01-14,Logistics,Freight,Vendor_A,349014,-1.72,Level 3,Clear
TXN-00655,2024-01-25,HR,Recruitment,Vendor_G,232123,-3.63,Level 3,Clear
TXN-00656,2024-03-13,Logistics,Freight,Vendor_G,133267,-1.14,Level 2,Clear
TXN-00657,2024-01-11,Manufacturing,Raw Material,Vendor_A,338608,0.35,Level 3,Clear
TXN-00658,2024-02-23,HR,Training,Vendor_G,239315,-0.82,Level 3,Clear
TXN-00659,2024-01-15,Logistics,Warehousing,Vendor_G,466096,-0.31,Level 3,Clear
TXN-00660,2024-03-26,Manufacturing,Equipment Maintenance,Vendor_B,332513,-4.42,Level 3,Clear
TXN-00661,2024-01-14,Logistics,Freight,Vendor_G,228432,-0.84,Level 3,Clear
TXN-00662,2024-03-23,Logistics,Warehousing,Vendor_H,235523,-3.21,Level 3,Clear
TXN-00663,2024-02-13,Marketing,Digital Ads,Vendor_D,62871,-4.46,Level 2,Clear
TXN-00664,2024-01-15,Manufacturing,Equipment Maintenance,Vendor_C,257481,1.32,Level 3,Clear
TXN-00665,2024-02-17,IT,Software Licenses,Vendor_H,495289,-1.48,Level 3,Clear
TXN-00666,2024-03-01,Logistics,Freight,Vendor_H,448966,2.09,Level 3,Clear
TXN-00667,2024-01-13,Logistics,Warehousing,Vendor_F,118612,0.04,Level 2,Clear
TXN-00668,2024-03-23,HR,Recruitment,Vendor_E,344026,0.21,Level 3,Clear
TXN-00669,2024-02-12,Manufacturing,Equipment Maintenance,Vendor_G,105266,2.99,Level 2,Clear
TXN-00670,2024-01-06,HR,Training,Vendor_G,393352,-2.95,Level 3,Clear
TXN-00671,2024-02-05,Manufacturing,Raw Material,Vendor_A,492157,3.24,Level 3,Clear
TXN-00672,2024-03-02,HR,Recruitment,Vendor_G,283416,-0.2,Level 3,Clear
TXN-00673,2024-03-15,HR,Recruitment,Vendor_B,274133,-1.32,Level 3,Clear
TXN-00674,2024-01-07,Manufacturing,Equipment Maintenance,Vendor_E,470461,4.36,Level 3,Clear
TXN-00675,2024-01-09,Marketing,Events,Vendor_C,355302,3.27,Level 3,Clear
TXN-00676,2024-03-30,Manufacturing,Raw Material,Vendor_A,429245,-2.52,Level 3,Clear
TXN-00677,2024-03-01,Logistics,Warehousing,Vendor_A,419841,-3.86,Level 3,Clear
TXN-00678,2024-01-04,Marketing,Events,Vendor_C,230935,4.17,Level 3,Clear
TXN-00679,2024-01-07,Marketing,Events,Vendor_B,223337,-2.59,Level 3,Clear
TXN-00680,2024-03-25,Marketing,Digital Ads,Vendor_F,275974,-2.84,Level 3,Clear
TXN-00681,2024-01-10,HR,Training,Vendor_B,263553,3.55,Level 3,Clear
TXN-00682,2024-02-29,Marketing,Events,Vendor_D,434581,-2.78,Level 3,Clear
TXN-00683,2024-02-24,Manufacturing,Equipment Maintenance,Vendor_G,47588,4.43,Level 1,Clear
TXN-00684,2024-01-30,IT,Hardware,Vendor_E,53280,-0.33,Level 2,Clear
TXN-00685,2024-03-09,HR,Recruitment,Vendor_F,309964,-1.75,Level 3,Clear
TXN-00686,2024-02-22,Manufacturing,Raw Material,Vendor_A,460335,3.2,Level 3,Clear
TXN-00687,2024-02-19,Manufacturing,Raw Material,Vendor_H,350641,3.58,Level 3,Clear
TXN-00688,2024-03-12,Manufacturing,Raw Material,Vendor_A,192430,2.04,Level 2,Clear
TXN-00689,2024-01-10,Manufacturing,Raw Material,Vendor_H,491533,-0.56,Level 3,Clear
TXN-00690,2024-01-05,Manufacturing,Raw Material,Vendor_E,125728,3.87,Level 2,Clear
TXN-00691,2024-01-01,HR,Recruitment,Vendor_D,456441,-2.92,Level 3,Clear
TXN-00692,2024-01-04,IT,Hardware,Vendor_G,224634,-3.78,Level 3,Clear
TXN-00693,2024-01-05,Manufacturing,Raw Material,Vendor_C,29946,-1.54,Level 1,Clear
TXN-00694,2024-02-05,Logistics,Warehousing,Vendor_A,421267,2.63,Level 3,Clear
TXN-00695,2024-03-24,Manufacturing,Raw Material,Vendor_G,84099,-4.1,Level 2,Clear
TXN-00696,2024-03-23,Marketing,Digital Ads,Vendor_G,413357,2.75,Level 3,Clear
TXN-00697,2024-02-14,Marketing,Events,Vendor_E,157665,-1.62,Level 2,Clear
TXN-00698,2024-01-25,Logistics,Freight,Vendor_B,404028,3.71,Level 3,Clear
TXN-00699,2024-01-04,Manufacturing,Equipment Maintenance,Vendor_F,141701,-4.93,Level 2,Clear
TXN-00700,2024-02-07,IT,Hardware,Vendor_G,323268,3.14,Level 3,Clear
TXN-00701,2024-02-21,Marketing,Digital Ads,Vendor_E,457664,-1.24,Level 3,Clear
TXN-00702,2024-03-21,IT,Hardware,Vendor_A,315271,-3.54,Level 3,Clear
TXN-00703,2024-02-11,Marketing,Digital Ads,Vendor_F,176692,1.87,Level 2,Clear
TXN-00704,2024-03-22,Manufacturing,Equipment Maintenance,Vendor_B,324317,4.42,Level 3,Clear
TXN-00705,2024-03-27,Logistics,Warehousing,Vendor_B,161120,4.44,Level 2,Clear
TXN-00706,2024-03-13,IT,Hardware,Vendor_C,329760,4.96,Level 3,Clear
TXN-00707,2024-03-19,Logistics,Freight,Vendor_D,176297,-1.13,Level 2,Clear
TXN-00708,2024-02-05,HR,Recruitment,Vendor_B,431876,-2.33,Level 3,Clear
TXN-00709,2024-03-30,HR,Recruitment,Vendor_H,139952,-0.21,Level 2,Clear
TXN-00710,2024-01-20,HR,Recruitment,Vendor_E,270996,-2.82,Level 3,Clear
TXN-00711,2024-02-17,Marketing,Digital Ads,Vendor_D,32021,2.16,Level 1,Clear
TXN-00712,2024-01-09,Manufacturing,Raw Material,Vendor_H,355467,-0.31,Level 3,Clear
TXN-00713,2024-03-09,HR,Training,Vendor_H,203370,3.52,Level 3,Clear
TXN-00714,2024-03-27,Manufacturing,Raw Material,Vendor_E,289843,-3.27,Level 3,Clear
TXN-00715,2024-01-14,Manufacturing,Equipment Maintenance,Vendor_H,132104,-3.37,Level 2,Clear
TXN-00716,2024-02-21,HR,Recruitment,Vendor_B,259267,2.71,Level 3,Clear
TXN-00717,2024-02-14,Marketing,Digital Ads,Vendor_D,486481,1.51,Level 3,Clear
TXN-00718,2024-02-12,Manufacturing,Equipment Maintenance,Vendor_A,297466,-2.5,Level 3,Clear
TXN-00719,2024-01-17,Manufacturing,Raw Material,Vendor_F,438395,-1.86,Level 3,Clear
TXN-00720,2024-01-11,Manufacturing,Equipment Maintenance,Vendor_H,283920,-1.96,Level 3,Clear
TXN-00721,2024-03-02,Marketing,Digital Ads,Vendor_C,490498,-4.81,Level 3,Clear
TXN-00722,2024-03-03,IT,Software Licenses,Vendor_D,31123,-4.06,Level 1,Clear
TXN-00723,2024-03-22,HR,Training,Vendor_C,447996,-2.19,Level 3,Clear
TXN-00724,2024-03-14,Logistics,Warehousing,Vendor_A,417053,-1.64,Level 3,Clear
TXN-00725,2024-01-24,HR,Training,Vendor_B,253232,2.84,Level 3,Clear
TXN-00726,2024-03-29,Marketing,Digital Ads,Vendor_E,306575,0.91,Level 3,Clear
TXN-00727,2024-02-15,Manufacturing,Raw Material,Vendor_D,77407,-1.22,Level 2,Clear
TXN-00728,2024-03-11,HR,Recruitment,Vendor_B,454136,0.73,Level 3,Clear
TXN-00729,2024-02-16,IT,Hardware,Vendor_G,471386,2.13,Level 3,Clear
TXN-00730,2024-01-21,Marketing,Digital Ads,Vendor_A,416482,4.43,Level 3,Clear
TXN-00731,2024-01-14,HR,Recruitment,Vendor_E,273329,-2.69,Level 3,Clear
TXN-00732,2024-02-10,Marketing,Events,Vendor_H,76960,-4.0,Level 2,Clear
TXN-00733,2024-02-02,Manufacturing,Raw Material,Vendor_D,386979,2.85,Level 3,Clear
TXN-00734,2024-02-25,HR,Recruitment,Vendor_E,247396,2.67,Level 3,Clear
TXN-00735,2024-01-22,IT,Software Licenses,Vendor_A,270959,-1.05,Level 3,Clear
TXN-00736,2024-02-03,Logistics,Freight,Vendor_G,178738,-3.18,Level 2,Clear
TXN-00737,2024-02-12,HR,Training,Vendor_F,130223,-2.37,Level 2,Clear
TXN-00738,2024-02-27,HR,Training,Vendor_B,168451,-0.71,Level 2,Clear
TXN-00739,2024-02-10,Manufacturing,Equipment Maintenance,Vendor_F,496788,-3.85,Level 3,Clear
TXN-00740,2024-02-15,Marketing,Digital Ads,Vendor_H,361995,1.48,Level 3,Clear
TXN-00741,2024-01-22,IT,Software Licenses,Vendor_B,412942,-4.48,Level 3,Clear
TXN-00742,2024-02-12,Marketing,Events,Vendor_D,409504,-0.67,Level 3,Clear
TXN-00743,2024-02-25,Manufacturing,Equipment Maintenance,Vendor_G,92581,-0.86,Level 2,Clear
TXN-00744,2024-03-22,IT,Hardware,Vendor_F,32135,1.38,Level 1,Clear
TXN-00745,2024-01-03,Marketing,Events,Vendor_F,378826,-1.15,Level 3,Clear
TXN-00746,2024-03-07,HR,Recruitment,Vendor_C,351989,4.13,Level 3,Clear
TXN-00747,2024-03-12,Logistics,Freight,Vendor_E,490414,2.55,Level 3,Clear
TXN-00748,2024-02-28,Logistics,Freight,Vendor_A,463477,-4.2,Level 3,Clear
TXN-00749,2024-02-04,Manufacturing,Equipment Maintenance,Vendor_A,70747,4.11,Level 2,Clear
TXN-00750,2024-02-11,Logistics,Warehousing,Vendor_H,202360,0.2,Level 3,Clear
TXN-00751,2024-01-05,Marketing,Digital Ads,Vendor_H,315289,-1.18,Level 3,Clear
TXN-00752,2024-01-25,IT,Hardware,Vendor_B,175121,-0.46,Level 2,Clear
TXN-00753,2024-01-23,IT,Software Licenses,Vendor_A,101920,-3.83,Level 2,Clear
TXN-00754,2024-02-07,Marketing,Digital Ads,Vendor_B,488737,-0.21,Level 3,Clear
TXN-00755,2024-03-20,Manufacturing,Equipment Maintenance,Vendor_C,378981,-2.25,Level 3,Clear
TXN-00756,2024-01-30,Marketing,Digital Ads,Vendor_F,161901,3.92,Level 2,Clear
TXN-00757,2024-02-06,HR,Training,Vendor_F,317250,0.57,Level 3,Clear
TXN-00758,2024-02-26,IT,Software Licenses,Vendor_B,442284,-2.08,Level 3,Clear
TXN-00759,2024-03-04,Logistics,Freight,Vendor_C,647081,34.54,Level 2,Review_Required
TXN-00760,2024-03-05,IT,Software Licenses,Vendor_A,102792,-1.26,Level 2,Clear
TXN-00761,2024-01-02,HR,Training,Vendor_A,62263,-1.14,Level 2,Clear
TXN-00762,2024-01-16,Logistics,Warehousing,Vendor_H,330102,-2.85,Level 3,Clear
TXN-00763,2024-02-17,HR,Training,Vendor_D,403941,-3.02,Level 3,Clear
TXN-00764,2024-01-08,IT,Hardware,Vendor_C,258831,-3.52,Level 3,Clear
TXN-00765,2024-02-22,IT,Software Licenses,Vendor_B,29883,-3.0,Level 1,Clear
TXN-00766,2024-01-03,Logistics,Warehousing,Vendor_D,159332,1.83,Level 2,Clear
TXN-00767,2024-02-28,Logistics,Warehousing,Vendor_C,597879,20.77,Level 3,Review_Required
TXN-00768,2024-01-31,IT,Software Licenses,Vendor_E,141426,-1.14,Level 2,Clear
TXN-00769,2024-02-22,HR,Recruitment,Vendor_G,392103,4.07,Level 3,Clear
TXN-00770,2024-03-26,Manufacturing,Raw Material,Vendor_H,124818,-0.28,Level 2,Clear
TXN-00771,2024-02-01,Logistics,Freight,Vendor_F,390984,-3.06,Level 3,Clear
TXN-00772,2024-02-08,HR,Training,Vendor_F,354124,3.63,Level 3,Clear
TXN-00773,2024-02-21,HR,Recruitment,Vendor_D,154213,-2.15,Level 2,Clear
TXN-00774,2024-02-28,Logistics,Freight,Vendor_G,491858,-4.31,Level 3,Clear
TXN-00775,2024-03-19,HR,Recruitment,Vendor_E,428106,-1.36,Level 3,Clear
TXN-00776,2024-02-15,Logistics,Freight,Vendor_G,242018,-1.62,Level 3,Clear
TXN-00777,2024-01-03,Manufacturing,Raw Material,Vendor_C,392180,2.75,Level 3,Clear
TXN-00778,2024-03-22,Marketing,Digital Ads,Vendor_F,368813,3.03,Level 3,Clear
TXN-00779,2024-02-25,Logistics,Freight,Vendor_E,337090,0.49,Level 3,Clear
TXN-00780,2024-03-27,Logistics,Warehousing,Vendor_E,261092,1.8,Level 3,Clear
TXN-00781,2024-02-17,HR,Training,Vendor_H,48569,-3.4,Level 1,Clear
TXN-00782,2024-02-23,Logistics,Freight,Vendor_E,239702,0.78,Level 3,Clear
TXN-00783,2024-01-28,Manufacturing,Raw Material,Vendor_B,70678,3.84,Level 2,Clear
TXN-00784,2024-03-28,Marketing,Digital Ads,Vendor_D,364637,2.78,Level 3,Clear
TXN-00785,2024-03-12,HR,Recruitment,Vendor_G,470241,0.04,Level 3,Clear
TXN-00786,2024-01-20,Manufacturing,Raw Material,Vendor_G,29106,-4.52,Level 1,Clear
TXN-00787,2024-02-29,Manufacturing,Equipment Maintenance,Vendor_H,466122,-0.13,Level 3,Clear
TXN-00788,2024-03-24,Manufacturing,Equipment Maintenance,Vendor_A,488170,3.28,Level 3,Clear
TXN-00789,2024-03-20,HR,Recruitment,Vendor_F,81272,-3.69,Level 2,Clear
TXN-00790,2024-02-07,IT,Software Licenses,Vendor_D,31244,1.64,Level 1,Clear
TXN-00791,2024-01-28,Marketing,Events,Vendor_E,232249,0.13,Level 3,Clear
TXN-00792,2024-03-14,HR,Training,Vendor_C,160582,3.65,Level 2,Clear
TXN-00793,2024-01-12,Marketing,Digital Ads,Vendor_D,323207,4.11,Level 3,Clear
TXN-00794,2024-02-17,Logistics,Warehousing,Vendor_E,381347,-0.68,Level 3,Clear
TXN-00795,2024-01-14,Logistics,Freight,Vendor_D,431474,-3.73,Level 3,Clear
TXN-00796,2024-03-08,IT,Software Licenses,Vendor_H,327920,3.06,Level 3,Clear
TXN-00797,2024-01-31,IT,Software Licenses,Vendor_B,106127,-4.49,Level 2,Clear
TXN-00798,2024-02-25,Manufacturing,Raw Material,Vendor_B,245727,-3.84,Level 3,Clear
TXN-00799,2024-02-01,IT,Software Licenses,Vendor_C,52452,0.07,Level 2,Clear
TXN-00800,2024-01-12,Manufacturing,Raw Material,Vendor_C,285001,-1.57,Level 3,Clear
